"VarName";"TimeString";"VarValue";"Validity";"Time_ms"
"HMI<->PLC_Real{0}";"25/09/2026 15:05:30";1247;1;46290628824,6991
"Tlm_Bil21_Eu";"25/09/2026 15:05:31";1217,5;1;46290628836,3195
"Tlm_Dos8_Eu";"25/09/2026 15:05:31";2582,1;1;46290628836,3195
"HMI<->PLC_Real{0}";"25/09/2026 15:05:31";1247;1;46290628836,3195
"Tlm_Bil21_Eu";"25/09/2026 15:05:32";1219,6;1;46290628847,9398
"Tlm_Dos8_Eu";"25/09/2026 15:05:32";2580,2;1;46290628847,9398
"HMI<->PLC_Real{0}";"25/09/2026 15:05:32";1247;1;46290628847,9398
"Tlm_Bil21_Eu";"25/09/2026 15:05:33";1221,9;1;46290628859,5833
"Tlm_Dos8_Eu";"25/09/2026 15:05:33";2574,4;1;46290628859,5833
"HMI<->PLC_Real{0}";"25/09/2026 15:05:33";1247;1;46290628859,5833
"Tlm_Bil21_Eu";"25/09/2026 15:05:34";1227,7;1;46290628871,2153
"Tlm_Dos8_Eu";"25/09/2026 15:05:34";2567,7;1;46290628871,2153
"HMI<->PLC_Real{0}";"25/09/2026 15:05:34";1247;1;46290628871,2153
"Tlm_Bil21_Eu";"25/09/2026 15:05:35";1234,3;1;46290628882,8472
"Tlm_Dos8_Eu";"25/09/2026 15:05:35";2562,6;1;46290628882,8472
"HMI<->PLC_Real{0}";"25/09/2026 15:05:35";1247;1;46290628882,8472
"Tlm_Bil21_Eu";"25/09/2026 15:05:36";1240,2;1;46290628894,4792
"Tlm_Dos8_Eu";"25/09/2026 15:05:36";2556,9;1;46290628894,4792
"HMI<->PLC_Real{0}";"25/09/2026 15:05:36";1247;1;46290628894,4792
"Tlm_Bil21_Eu";"25/09/2026 15:05:37";1245,4;1;46290628906,0995
"Tlm_Dos8_Eu";"25/09/2026 15:05:37";2559,4;1;46290628906,0995
"HMI<->PLC_Real{0}";"25/09/2026 15:05:37";1247;1;46290628906,0995
"Bil21_Wrk_DosaggioInCorso";"25/09/2026 15:05:38";0;1;46290628911,6088
