"VarName";"TimeString";"VarValue";"Validity";"Time_ms"
"Tlm_Dos8_Eu";"25/09/2026 16:58:09";1941;1;46290707047,1181
"HMI<->PLC_Real{0}";"25/09/2026 16:58:09";1247;1;46290707047,1181
"Tlm_Bil21_Eu";"25/09/2026 16:58:10";808,4;1;46290707058,75
"Tlm_Dos8_Eu";"25/09/2026 16:58:10";1968,6;1;46290707058,75
"HMI<->PLC_Real{0}";"25/09/2026 16:58:10";1247;1;46290707058,75
"Tlm_Bil21_Eu";"25/09/2026 16:58:11";856,6;1;46290707070,3704
"Tlm_Dos8_Eu";"25/09/2026 16:58:11";1871,5;1;46290707070,3704
"HMI<->PLC_Real{0}";"25/09/2026 16:58:11";1247;1;46290707070,3704
"Tlm_Bil21_Eu";"25/09/2026 16:58:12";896;1;46290707081,9907
"Tlm_Dos8_Eu";"25/09/2026 16:58:12";1842,2;1;46290707081,9907
"HMI<->PLC_Real{0}";"25/09/2026 16:58:12";1247;1;46290707081,9907
"Tlm_Bil21_Eu";"25/09/2026 16:58:13";947;1;46290707093,6227
"Tlm_Dos8_Eu";"25/09/2026 16:58:13";2034,3;1;46290707093,6227
"HMI<->PLC_Real{0}";"25/09/2026 16:58:13";1247;1;46290707093,6227
"Tlm_Bil21_Eu";"25/09/2026 16:58:14";994,5;1;46290707105,2546
"Tlm_Dos8_Eu";"25/09/2026 16:58:14";1723,3;1;46290707105,2546
"HMI<->PLC_Real{0}";"25/09/2026 16:58:14";1247;1;46290707105,2546
"Tlm_Bil21_Eu";"25/09/2026 16:58:15";1030,4;1;46290707116,8866
"Tlm_Dos8_Eu";"25/09/2026 16:58:15";1714,2;1;46290707116,8866
"HMI<->PLC_Real{0}";"25/09/2026 16:58:15";1247;1;46290707116,8866
"Tlm_Bil21_Eu";"25/09/2026 16:58:16";1061,2;1;46290707128,507
"Tlm_Dos8_Eu";"25/09/2026 16:58:16";1666,8;1;46290707128,507
"HMI<->PLC_Real{0}";"25/09/2026 16:58:16";1247;1;46290707128,507
"Tlm_Bil21_Eu";"25/09/2026 16:58:17";1079,4;1;46290707140,1389
"Tlm_Dos8_Eu";"25/09/2026 16:58:17";1622,5;1;46290707140,1389
"HMI<->PLC_Real{0}";"25/09/2026 16:58:17";1247;1;46290707140,1389
"Tlm_Bil21_Eu";"25/09/2026 16:58:18";1093,6;1;46290707151,7593
"Tlm_Dos8_Eu";"25/09/2026 16:58:18";1627,1;1;46290707151,7593
"HMI<->PLC_Real{0}";"25/09/2026 16:58:18";1247;1;46290707151,7593
"Tlm_Bil21_Eu";"25/09/2026 16:58:19";1100,2;1;46290707163,3681
"Tlm_Dos8_Eu";"25/09/2026 16:58:19";1599,4;1;46290707163,3681
"HMI<->PLC_Real{0}";"25/09/2026 16:58:19";1247;1;46290707163,3681
"Tlm_Bil21_Eu";"25/09/2026 16:58:20";1107,7;1;46290707174,9769
"Tlm_Dos8_Eu";"25/09/2026 16:58:20";1722,2;1;46290707174,9769
"HMI<->PLC_Real{0}";"25/09/2026 16:58:20";1247;1;46290707174,9769
"Tlm_Bil21_Eu";"25/09/2026 16:58:21";1117,5;1;46290707186,5972
"Tlm_Dos8_Eu";"25/09/2026 16:58:21";1697,6;1;46290707186,5972
"HMI<->PLC_Real{0}";"25/09/2026 16:58:21";1247;1;46290707186,5972
"Tlm_Bil21_Eu";"25/09/2026 16:58:22";1129,3;1;46290707198,206
"Tlm_Dos8_Eu";"25/09/2026 16:58:22";1582,5;1;46290707198,206
"HMI<->PLC_Real{0}";"25/09/2026 16:58:22";1247;1;46290707198,206
"Tlm_Bil21_Eu";"25/09/2026 16:58:23";1149,6;1;46290707209,8264
"Tlm_Dos8_Eu";"25/09/2026 16:58:23";1485,3;1;46290707209,8264
"HMI<->PLC_Real{0}";"25/09/2026 16:58:23";1247;1;46290707209,8264
"Tlm_Bil21_Eu";"25/09/2026 16:58:24";1168,5;1;46290707221,4468
"Tlm_Dos8_Eu";"25/09/2026 16:58:24";1504,6;1;46290707221,4468
"HMI<->PLC_Real{0}";"25/09/2026 16:58:24";1247;1;46290707221,4468
"Tlm_Bil21_Eu";"25/09/2026 16:58:25";1190,4;1;46290707233,0556
"Tlm_Dos8_Eu";"25/09/2026 16:58:25";1591,9;1;46290707233,0556
"HMI<->PLC_Real{0}";"25/09/2026 16:58:25";1247;1;46290707233,0556
"Tlm_Bil21_Eu";"25/09/2026 16:58:26";1200,4;1;46290707244,6644
"Tlm_Dos8_Eu";"25/09/2026 16:58:26";1572,4;1;46290707244,6644
"HMI<->PLC_Real{0}";"25/09/2026 16:58:26";1247;1;46290707244,6644
"Tlm_Bil21_Eu";"25/09/2026 16:58:27";1212,1;1;46290707256,2847
"Tlm_Dos8_Eu";"25/09/2026 16:58:27";1564,2;1;46290707256,2847
"HMI<->PLC_Real{0}";"25/09/2026 16:58:27";1247;1;46290707256,2847
"Tlm_Bil21_Eu";"25/09/2026 16:58:28";1234,9;1;46290707267,8935
"Tlm_Dos8_Eu";"25/09/2026 16:58:28";1542,1;1;46290707267,8935
"HMI<->PLC_Real{0}";"25/09/2026 16:58:28";1247;1;46290707267,8935
"Tlm_Bil21_Eu";"25/09/2026 16:58:29";1243,3;1;46290707279,5139
"Tlm_Dos8_Eu";"25/09/2026 16:58:29";1526,7;1;46290707279,5139
"HMI<->PLC_Real{0}";"25/09/2026 16:58:29";1247;1;46290707279,5139
"Tlm_Bil21_Eu";"25/09/2026 16:58:30";1247,4;1;46290707291,1343
"Tlm_Dos8_Eu";"25/09/2026 16:58:30";1527,9;1;46290707291,1343
"HMI<->PLC_Real{0}";"25/09/2026 16:58:30";1247;1;46290707291,1343
"Bil21_Wrk_DosaggioInCorso";"25/09/2026 16:58:31";0;1;46290707297,4653
"Tlm_Bil21_Eu";"25/09/2026 16:59:07";-0,2;1;46290707718,588
"Tlm_Dos8_Eu";"25/09/2026 16:59:07";2839,4;1;46290707718,588
"HMI<->PLC_Real{0}";"25/09/2026 16:59:07";1247;1;46290707718,588
"Tlm_Bil21_Eu";"25/09/2026 16:59:08";3,8;1;46290707730,9606
"Tlm_Dos8_Eu";"25/09/2026 16:59:08";2795,8;1;46290707730,9606
"HMI<->PLC_Real{0}";"25/09/2026 16:59:08";1247;1;46290707730,9606
"Tlm_Bil21_Eu";"25/09/2026 16:59:09";31,9;1;46290707743,3565
"Tlm_Dos8_Eu";"25/09/2026 16:59:09";2717,2;1;46290707743,3565
"HMI<->PLC_Real{0}";"25/09/2026 16:59:09";1247;1;46290707743,3565
"Tlm_Bil21_Eu";"25/09/2026 16:59:10";72,7;1;46290707755,6944
"Tlm_Dos8_Eu";"25/09/2026 16:59:10";2606;1;46290707755,6944
"HMI<->PLC_Real{0}";"25/09/2026 16:59:10";1247;1;46290707755,6944
"Tlm_Bil21_Eu";"25/09/2026 16:59:11";102;1;46290707768,0324
"Tlm_Dos8_Eu";"25/09/2026 16:59:11";2646,8;1;46290707768,0324
"HMI<->PLC_Real{0}";"25/09/2026 16:59:11";1247;1;46290707768,0324
"Tlm_Bil21_Eu";"25/09/2026 16:59:12";162;1;46290707780,3472
"Tlm_Dos8_Eu";"25/09/2026 16:59:12";2650,4;1;46290707780,3472
"HMI<->PLC_Real{0}";"25/09/2026 16:59:12";1247;1;46290707780,3472
"Tlm_Bil21_Eu";"25/09/2026 16:59:13";204,7;1;46290707792,6389
"Tlm_Dos8_Eu";"25/09/2026 16:59:13";2539,7;1;46290707792,6389
"HMI<->PLC_Real{0}";"25/09/2026 16:59:13";1247;1;46290707792,6389
"Tlm_Bil21_Eu";"25/09/2026 16:59:14";247;1;46290707804,9769
"Tlm_Dos8_Eu";"25/09/2026 16:59:14";2523,9;1;46290707804,9769
"HMI<->PLC_Real{0}";"25/09/2026 16:59:14";1247;1;46290707804,9769
"Tlm_Bil21_Eu";"25/09/2026 16:59:15";284,4;1;46290707817,3032
"Tlm_Dos8_Eu";"25/09/2026 16:59:15";2379,3;1;46290707817,3032
"HMI<->PLC_Real{0}";"25/09/2026 16:59:15";1247;1;46290707817,3032
"Tlm_Bil21_Eu";"25/09/2026 16:59:16";343,1;1;46290707829,5949
"Tlm_Dos8_Eu";"25/09/2026 16:59:16";2287,9;1;46290707829,5949
"HMI<->PLC_Real{0}";"25/09/2026 16:59:16";1247;1;46290707829,5949
"Tlm_Bil21_Eu";"25/09/2026 16:59:18";432,7;1;46290707841,4815
"Tlm_Dos8_Eu";"25/09/2026 16:59:18";2272,8;1;46290707841,4815
"HMI<->PLC_Real{0}";"25/09/2026 16:59:18";1247;1;46290707841,4815
"Tlm_Bil21_Eu";"25/09/2026 16:59:19";432,7;1;46290707853,125
"Tlm_Dos8_Eu";"25/09/2026 16:59:19";2272,8;1;46290707853,125
"HMI<->PLC_Real{0}";"25/09/2026 16:59:19";1247;1;46290707853,125
"Tlm_Bil21_Eu";"25/09/2026 16:59:20";516,8;1;46290707864,7569
"Tlm_Dos8_Eu";"25/09/2026 16:59:20";2173;1;46290707864,7569
"HMI<->PLC_Real{0}";"25/09/2026 16:59:20";1247;1;46290707864,7569
"Tlm_Bil21_Eu";"25/09/2026 16:59:21";561,9;1;46290707876,3657
"Tlm_Dos8_Eu";"25/09/2026 16:59:21";2153,3;1;46290707876,3657
"HMI<->PLC_Real{0}";"25/09/2026 16:59:21";1247;1;46290707876,3657
"Tlm_Bil21_Eu";"25/09/2026 16:59:22";594,3;1;46290707887,9977
"Tlm_Dos8_Eu";"25/09/2026 16:59:22";2142,4;1;46290707887,9977
"HMI<->PLC_Real{0}";"25/09/2026 16:59:22";1247;1;46290707887,9977
